"sex","race","age","edu","state","total","positive","repvote","region"
"male","other","50-59","4-year college","AK",1,1,0.583856547,"West"
"female","white","50-59","hs","AK",1,0,0.583856547,"West"
"male","white","18-29","some college","AK",1,0,0.583856547,"West"
"male","white","30-39","post-grad","AK",1,0,0.583856547,"West"
"female","black","18-29","hs","AL",1,0,0.643741436,"South"
"female","black","18-29","some college","AL",1,0,0.643741436,"South"
"female","black","30-39","4-year college","AL",1,0,0.643741436,"South"
"female","black","30-39","hs","AL",1,0,0.643741436,"South"
"female","black","30-39","some college","AL",1,0,0.643741436,"South"
"female","black","40-49","hs","AL",1,1,0.643741436,"South"
"female","black","40-49","some college","AL",2,0,0.643741436,"South"
"female","black","50-59","post-grad","AL",1,0,0.643741436,"South"
"female","black","50-59","some college","AL",1,0,0.643741436,"South"
"female","black","60-69","some college","AL",1,1,0.643741436,"South"
"male","black","40-49","some college","AL",1,1,0.643741436,"South"
"female","other","18-29","4-year college","AL",1,0,0.643741436,"South"
"female","other","30-39","hs","AL",1,0,0.643741436,"South"
"female","other","40-49","some college","AL",1,1,0.643741436,"South"
"female","white","18-29","4-year college","AL",3,0,0.643741436,"South"
"female","white","18-29","hs","AL",4,1,0.643741436,"South"
"female","white","18-29","some college","AL",2,1,0.643741436,"South"
"female","white","30-39","4-year college","AL",2,1,0.643741436,"South"
"female","white","30-39","hs","AL",2,2,0.643741436,"South"
"female","white","30-39","no hs","AL",1,1,0.643741436,"South"
"female","white","30-39","some college","AL",4,4,0.643741436,"South"
"female","white","40-49","hs","AL",3,1,0.643741436,"South"
"female","white","40-49","no hs","AL",1,1,0.643741436,"South"
"female","white","40-49","post-grad","AL",1,0,0.643741436,"South"
"female","white","50-59","hs","AL",4,2,0.643741436,"South"
"female","white","50-59","post-grad","AL",1,1,0.643741436,"South"
"female","white","50-59","some college","AL",2,1,0.643741436,"South"
"female","white","60-69","4-year college","AL",1,0,0.643741436,"South"
"female","white","60-69","no hs","AL",2,0,0.643741436,"South"
"female","white","60-69","some college","AL",2,1,0.643741436,"South"
"female","white","70+","4-year college","AL",1,1,0.643741436,"South"
"female","white","70+","hs","AL",2,2,0.643741436,"South"
"female","white","70+","post-grad","AL",1,0,0.643741436,"South"
"female","white","70+","some college","AL",6,3,0.643741436,"South"
"male","white","18-29","4-year college","AL",2,1,0.643741436,"South"
"male","white","30-39","4-year college","AL",1,0,0.643741436,"South"
"male","white","30-39","hs","AL",1,1,0.643741436,"South"
"male","white","30-39","post-grad","AL",1,1,0.643741436,"South"
"male","white","40-49","4-year college","AL",1,1,0.643741436,"South"
"male","white","40-49","hs","AL",2,2,0.643741436,"South"
"male","white","40-49","some college","AL",4,2,0.643741436,"South"
"male","white","50-59","hs","AL",3,3,0.643741436,"South"
"male","white","50-59","some college","AL",2,2,0.643741436,"South"
"male","white","60-69","4-year college","AL",2,2,0.643741436,"South"
"male","white","70+","4-year college","AL",5,5,0.643741436,"South"
"male","white","70+","post-grad","AL",1,1,0.643741436,"South"
"female","black","60-69","some college","AR",1,0,0.642851377,"South"
"female","black","70+","some college","AR",1,0,0.642851377,"South"
"male","black","30-39","some college","AR",1,1,0.642851377,"South"
"male","black","40-49","hs","AR",2,0,0.642851377,"South"
"female","other","30-39","hs","AR",1,0,0.642851377,"South"
"female","other","40-49","no hs","AR",1,1,0.642851377,"South"
"male","other","18-29","some college","AR",1,0,0.642851377,"South"
"male","other","50-59","some college","AR",1,1,0.642851377,"South"
"female","white","18-29","4-year college","AR",1,0,0.642851377,"South"
"female","white","18-29","hs","AR",1,0,0.642851377,"South"
"female","white","18-29","post-grad","AR",1,0,0.642851377,"South"
"female","white","18-29","some college","AR",5,4,0.642851377,"South"
"female","white","30-39","some college","AR",3,3,0.642851377,"South"
"female","white","40-49","4-year college","AR",1,1,0.642851377,"South"
"female","white","40-49","hs","AR",2,2,0.642851377,"South"
"female","white","40-49","some college","AR",2,2,0.642851377,"South"
"female","white","50-59","4-year college","AR",2,1,0.642851377,"South"
"female","white","50-59","hs","AR",1,1,0.642851377,"South"
"female","white","50-59","no hs","AR",1,1,0.642851377,"South"
"female","white","50-59","some college","AR",2,1,0.642851377,"South"
"female","white","60-69","hs","AR",1,1,0.642851377,"South"
"female","white","60-69","no hs","AR",1,0,0.642851377,"South"
"female","white","60-69","some college","AR",3,3,0.642851377,"South"
"female","white","70+","post-grad","AR",2,0,0.642851377,"South"
"female","white","70+","some college","AR",2,1,0.642851377,"South"
"male","white","18-29","4-year college","AR",1,0,0.642851377,"South"
"male","white","18-29","post-grad","AR",2,1,0.642851377,"South"
"male","white","30-39","no hs","AR",1,0,0.642851377,"South"
"male","white","40-49","no hs","AR",1,0,0.642851377,"South"
"male","white","50-59","some college","AR",1,0,0.642851377,"South"
"male","white","60-69","4-year college","AR",1,0,0.642851377,"South"
"male","white","60-69","hs","AR",2,1,0.642851377,"South"
"male","white","70+","4-year college","AR",1,1,0.642851377,"South"
"male","white","70+","hs","AR",1,1,0.642851377,"South"
"male","black","18-29","some college","AZ",1,0,0.518900234,"West"
"male","black","50-59","no hs","AZ",1,0,0.518900234,"West"
"female","other","18-29","4-year college","AZ",3,1,0.518900234,"West"
"female","other","18-29","no hs","AZ",1,0,0.518900234,"West"
"female","other","18-29","post-grad","AZ",1,0,0.518900234,"West"
"female","other","18-29","some college","AZ",3,0,0.518900234,"West"
"female","other","30-39","4-year college","AZ",1,0,0.518900234,"West"
"female","other","30-39","hs","AZ",2,1,0.518900234,"West"
"female","other","30-39","no hs","AZ",1,1,0.518900234,"West"
"female","other","30-39","post-grad","AZ",1,1,0.518900234,"West"
"female","other","40-49","some college","AZ",1,0,0.518900234,"West"
"female","other","50-59","4-year college","AZ",1,1,0.518900234,"West"
"female","other","50-59","some college","AZ",1,0,0.518900234,"West"
"female","other","70+","4-year college","AZ",2,1,0.518900234,"West"
"female","other","70+","some college","AZ",1,1,0.518900234,"West"
"male","other","18-29","4-year college","AZ",2,0,0.518900234,"West"
"male","other","18-29","no hs","AZ",1,0,0.518900234,"West"
"male","other","18-29","some college","AZ",1,0,0.518900234,"West"
"male","other","30-39","some college","AZ",1,0,0.518900234,"West"
"male","other","40-49","4-year college","AZ",1,0,0.518900234,"West"
"male","other","40-49","post-grad","AZ",1,0,0.518900234,"West"
"male","other","40-49","some college","AZ",1,1,0.518900234,"West"
"male","other","50-59","4-year college","AZ",2,0,0.518900234,"West"
"male","other","50-59","some college","AZ",1,1,0.518900234,"West"
"female","white","18-29","hs","AZ",1,1,0.518900234,"West"
"female","white","30-39","4-year college","AZ",1,0,0.518900234,"West"
"female","white","30-39","hs","AZ",2,1,0.518900234,"West"
"female","white","30-39","some college","AZ",2,0,0.518900234,"West"
"female","white","40-49","4-year college","AZ",1,0,0.518900234,"West"
"female","white","40-49","hs","AZ",2,2,0.518900234,"West"
"female","white","40-49","post-grad","AZ",1,0,0.518900234,"West"
"female","white","40-49","some college","AZ",1,0,0.518900234,"West"
"female","white","50-59","4-year college","AZ",3,0,0.518900234,"West"
"female","white","50-59","hs","AZ",4,2,0.518900234,"West"
"female","white","50-59","no hs","AZ",2,1,0.518900234,"West"
"female","white","50-59","post-grad","AZ",1,1,0.518900234,"West"
"female","white","50-59","some college","AZ",8,5,0.518900234,"West"
"female","white","60-69","4-year college","AZ",3,1,0.518900234,"West"
"female","white","60-69","hs","AZ",5,3,0.518900234,"West"
"female","white","60-69","post-grad","AZ",1,0,0.518900234,"West"
"female","white","60-69","some college","AZ",4,2,0.518900234,"West"
"female","white","70+","4-year college","AZ",3,1,0.518900234,"West"
"female","white","70+","hs","AZ",4,2,0.518900234,"West"
"female","white","70+","post-grad","AZ",1,0,0.518900234,"West"
"female","white","70+","some college","AZ",2,1,0.518900234,"West"
"male","white","18-29","4-year college","AZ",2,1,0.518900234,"West"
"male","white","18-29","hs","AZ",1,1,0.518900234,"West"
"male","white","18-29","post-grad","AZ",1,0,0.518900234,"West"
"male","white","30-39","4-year college","AZ",2,1,0.518900234,"West"
"male","white","30-39","hs","AZ",2,1,0.518900234,"West"
"male","white","30-39","some college","AZ",1,0,0.518900234,"West"
"male","white","40-49","4-year college","AZ",2,1,0.518900234,"West"
"male","white","40-49","some college","AZ",3,1,0.518900234,"West"
"male","white","50-59","4-year college","AZ",2,2,0.518900234,"West"
"male","white","50-59","some college","AZ",2,1,0.518900234,"West"
"male","white","60-69","4-year college","AZ",3,1,0.518900234,"West"
"male","white","60-69","hs","AZ",2,0,0.518900234,"West"
"male","white","60-69","post-grad","AZ",2,1,0.518900234,"West"
"male","white","60-69","some college","AZ",6,6,0.518900234,"West"
"male","white","70+","4-year college","AZ",1,0,0.518900234,"West"
"male","white","70+","hs","AZ",2,1,0.518900234,"West"
"male","white","70+","no hs","AZ",1,1,0.518900234,"West"
"male","white","70+","post-grad","AZ",4,0,0.518900234,"West"
"male","white","70+","some college","AZ",2,2,0.518900234,"West"
"female","black","18-29","hs","CA",1,0,0.338717892,"West"
"female","black","18-29","no hs","CA",1,1,0.338717892,"West"
"female","black","18-29","some college","CA",4,1,0.338717892,"West"
"female","black","30-39","4-year college","CA",2,1,0.338717892,"West"
"female","black","30-39","post-grad","CA",1,1,0.338717892,"West"
"female","black","30-39","some college","CA",1,0,0.338717892,"West"
"female","black","40-49","4-year college","CA",2,1,0.338717892,"West"
"female","black","40-49","some college","CA",2,0,0.338717892,"West"
"female","black","50-59","some college","CA",5,2,0.338717892,"West"
"male","black","18-29","hs","CA",3,0,0.338717892,"West"
"male","black","18-29","some college","CA",2,1,0.338717892,"West"
"male","black","30-39","no hs","CA",1,1,0.338717892,"West"
"male","black","30-39","some college","CA",5,2,0.338717892,"West"
"male","black","40-49","4-year college","CA",1,1,0.338717892,"West"
"male","black","50-59","4-year college","CA",1,0,0.338717892,"West"
"male","black","50-59","hs","CA",2,0,0.338717892,"West"
"male","black","50-59","post-grad","CA",1,0,0.338717892,"West"
"male","black","60-69","4-year college","CA",1,0,0.338717892,"West"
"male","black","60-69","some college","CA",1,0,0.338717892,"West"
"male","black","70+","post-grad","CA",1,0,0.338717892,"West"
"female","other","18-29","4-year college","CA",12,5,0.338717892,"West"
"female","other","18-29","hs","CA",15,5,0.338717892,"West"
"female","other","18-29","no hs","CA",1,1,0.338717892,"West"
"female","other","18-29","post-grad","CA",5,3,0.338717892,"West"
"female","other","18-29","some college","CA",20,4,0.338717892,"West"
"female","other","30-39","4-year college","CA",5,3,0.338717892,"West"
"female","other","30-39","hs","CA",6,1,0.338717892,"West"
"female","other","30-39","post-grad","CA",3,0,0.338717892,"West"
"female","other","30-39","some college","CA",3,1,0.338717892,"West"
"female","other","40-49","4-year college","CA",4,3,0.338717892,"West"
"female","other","40-49","hs","CA",3,1,0.338717892,"West"
"female","other","40-49","post-grad","CA",1,0,0.338717892,"West"
"female","other","40-49","some college","CA",9,2,0.338717892,"West"
"female","other","50-59","4-year college","CA",1,0,0.338717892,"West"
"female","other","50-59","hs","CA",5,3,0.338717892,"West"
"female","other","50-59","post-grad","CA",1,0,0.338717892,"West"
"female","other","50-59","some college","CA",3,1,0.338717892,"West"
"female","other","60-69","4-year college","CA",1,0,0.338717892,"West"
"female","other","60-69","hs","CA",1,1,0.338717892,"West"
"female","other","60-69","some college","CA",3,1,0.338717892,"West"
"female","other","70+","post-grad","CA",1,0,0.338717892,"West"
"female","other","70+","some college","CA",1,1,0.338717892,"West"
"male","other","18-29","4-year college","CA",3,1,0.338717892,"West"
"male","other","18-29","hs","CA",3,1,0.338717892,"West"
"male","other","18-29","post-grad","CA",1,0,0.338717892,"West"
"male","other","18-29","some college","CA",18,9,0.338717892,"West"
"male","other","30-39","4-year college","CA",6,1,0.338717892,"West"
"male","other","30-39","hs","CA",3,1,0.338717892,"West"
"male","other","30-39","post-grad","CA",1,1,0.338717892,"West"
"male","other","30-39","some college","CA",8,2,0.338717892,"West"
"male","other","40-49","4-year college","CA",1,1,0.338717892,"West"
"male","other","40-49","post-grad","CA",2,1,0.338717892,"West"
"male","other","40-49","some college","CA",2,1,0.338717892,"West"
"male","other","50-59","4-year college","CA",2,1,0.338717892,"West"
"male","other","50-59","hs","CA",1,1,0.338717892,"West"
"male","other","50-59","post-grad","CA",2,0,0.338717892,"West"
"male","other","50-59","some college","CA",5,1,0.338717892,"West"
"male","other","60-69","hs","CA",3,0,0.338717892,"West"
"male","other","60-69","some college","CA",1,0,0.338717892,"West"
"male","other","70+","4-year college","CA",1,0,0.338717892,"West"
"male","other","70+","hs","CA",1,0,0.338717892,"West"
"male","other","70+","some college","CA",1,1,0.338717892,"West"
"female","white","18-29","4-year college","CA",9,2,0.338717892,"West"
"female","white","18-29","hs","CA",4,2,0.338717892,"West"
"female","white","18-29","no hs","CA",1,0,0.338717892,"West"
"female","white","18-29","post-grad","CA",4,1,0.338717892,"West"
"female","white","18-29","some college","CA",11,3,0.338717892,"West"
"female","white","30-39","4-year college","CA",5,0,0.338717892,"West"
"female","white","30-39","hs","CA",3,1,0.338717892,"West"
"female","white","30-39","post-grad","CA",5,0,0.338717892,"West"
"female","white","30-39","some college","CA",7,3,0.338717892,"West"
"female","white","40-49","4-year college","CA",4,2,0.338717892,"West"
"female","white","40-49","hs","CA",3,0,0.338717892,"West"
"female","white","40-49","post-grad","CA",1,0,0.338717892,"West"
"female","white","40-49","some college","CA",4,0,0.338717892,"West"
"female","white","50-59","4-year college","CA",3,0,0.338717892,"West"
"female","white","50-59","hs","CA",9,4,0.338717892,"West"
"female","white","50-59","no hs","CA",3,2,0.338717892,"West"
"female","white","50-59","post-grad","CA",4,0,0.338717892,"West"
"female","white","50-59","some college","CA",3,2,0.338717892,"West"
"female","white","60-69","4-year college","CA",9,3,0.338717892,"West"
"female","white","60-69","hs","CA",5,1,0.338717892,"West"
"female","white","60-69","no hs","CA",2,0,0.338717892,"West"
"female","white","60-69","post-grad","CA",6,1,0.338717892,"West"
"female","white","60-69","some college","CA",7,4,0.338717892,"West"
"female","white","70+","4-year college","CA",8,3,0.338717892,"West"
"female","white","70+","hs","CA",6,3,0.338717892,"West"
"female","white","70+","no hs","CA",1,1,0.338717892,"West"
"female","white","70+","post-grad","CA",1,0,0.338717892,"West"
"female","white","70+","some college","CA",10,6,0.338717892,"West"
"male","white","18-29","4-year college","CA",3,1,0.338717892,"West"
"male","white","18-29","hs","CA",4,0,0.338717892,"West"
"male","white","18-29","no hs","CA",1,0,0.338717892,"West"
"male","white","18-29","post-grad","CA",1,1,0.338717892,"West"
"male","white","18-29","some college","CA",6,5,0.338717892,"West"
"male","white","30-39","4-year college","CA",3,2,0.338717892,"West"
"male","white","30-39","hs","CA",3,3,0.338717892,"West"
"male","white","30-39","post-grad","CA",2,1,0.338717892,"West"
"male","white","30-39","some college","CA",5,3,0.338717892,"West"
"male","white","40-49","4-year college","CA",1,0,0.338717892,"West"
"male","white","40-49","hs","CA",2,0,0.338717892,"West"
"male","white","40-49","post-grad","CA",2,1,0.338717892,"West"
"male","white","40-49","some college","CA",2,2,0.338717892,"West"
"male","white","50-59","4-year college","CA",5,2,0.338717892,"West"
"male","white","50-59","hs","CA",7,4,0.338717892,"West"
"male","white","50-59","no hs","CA",1,0,0.338717892,"West"
"male","white","50-59","post-grad","CA",8,4,0.338717892,"West"
"male","white","50-59","some college","CA",5,1,0.338717892,"West"
"male","white","60-69","4-year college","CA",10,3,0.338717892,"West"
"male","white","60-69","hs","CA",4,4,0.338717892,"West"
"male","white","60-69","post-grad","CA",9,2,0.338717892,"West"
"male","white","60-69","some college","CA",6,2,0.338717892,"West"
"male","white","70+","4-year college","CA",9,3,0.338717892,"West"
"male","white","70+","hs","CA",3,1,0.338717892,"West"
"male","white","70+","post-grad","CA",7,4,0.338717892,"West"
"male","white","70+","some college","CA",13,11,0.338717892,"West"
"female","black","18-29","some college","CO",2,0,0.473166666,"West"
"female","black","40-49","4-year college","CO",1,0,0.473166666,"West"
"female","black","50-59","4-year college","CO",1,0,0.473166666,"West"
"male","black","30-39","hs","CO",1,1,0.473166666,"West"
"male","black","50-59","4-year college","CO",1,0,0.473166666,"West"
"female","other","30-39","4-year college","CO",2,0,0.473166666,"West"
"female","other","30-39","some college","CO",1,0,0.473166666,"West"
"female","other","40-49","4-year college","CO",1,1,0.473166666,"West"
"female","other","50-59","some college","CO",1,1,0.473166666,"West"
"female","other","60-69","hs","CO",1,0,0.473166666,"West"
"female","other","60-69","some college","CO",1,1,0.473166666,"West"
"female","other","70+","4-year college","CO",1,0,0.473166666,"West"
"male","other","18-29","some college","CO",1,0,0.473166666,"West"
"male","other","30-39","4-year college","CO",1,1,0.473166666,"West"
"male","other","50-59","hs","CO",1,0,0.473166666,"West"
"female","white","18-29","4-year college","CO",3,1,0.473166666,"West"
"female","white","18-29","post-grad","CO",1,0,0.473166666,"West"
"female","white","30-39","4-year college","CO",3,2,0.473166666,"West"
"female","white","30-39","hs","CO",1,1,0.473166666,"West"
"female","white","30-39","no hs","CO",1,0,0.473166666,"West"
"female","white","30-39","post-grad","CO",3,1,0.473166666,"West"
"female","white","30-39","some college","CO",2,2,0.473166666,"West"
"female","white","40-49","4-year college","CO",1,1,0.473166666,"West"
"female","white","40-49","hs","CO",1,0,0.473166666,"West"
"female","white","40-49","some college","CO",4,1,0.473166666,"West"
"female","white","50-59","4-year college","CO",1,0,0.473166666,"West"
"female","white","50-59","hs","CO",1,1,0.473166666,"West"
"female","white","50-59","post-grad","CO",2,0,0.473166666,"West"
"female","white","50-59","some college","CO",1,0,0.473166666,"West"
"female","white","60-69","4-year college","CO",1,1,0.473166666,"West"
"female","white","60-69","hs","CO",1,0,0.473166666,"West"
"female","white","60-69","post-grad","CO",1,1,0.473166666,"West"
"female","white","60-69","some college","CO",2,0,0.473166666,"West"
"female","white","70+","hs","CO",2,0,0.473166666,"West"
"male","white","30-39","4-year college","CO",1,0,0.473166666,"West"
"male","white","30-39","some college","CO",1,0,0.473166666,"West"
"male","white","40-49","4-year college","CO",1,0,0.473166666,"West"
"male","white","40-49","hs","CO",1,1,0.473166666,"West"
"male","white","40-49","some college","CO",1,0,0.473166666,"West"
"male","white","50-59","4-year college","CO",3,3,0.473166666,"West"
"male","white","50-59","hs","CO",1,1,0.473166666,"West"
"male","white","50-59","some college","CO",1,1,0.473166666,"West"
"male","white","60-69","4-year college","CO",3,1,0.473166666,"West"
"male","white","60-69","hs","CO",1,1,0.473166666,"West"
"male","white","60-69","post-grad","CO",2,2,0.473166666,"West"
"male","white","60-69","some college","CO",1,0,0.473166666,"West"
"male","white","70+","post-grad","CO",2,1,0.473166666,"West"
"male","white","70+","some college","CO",1,1,0.473166666,"West"
"female","black","18-29","some college","CT",1,0,0.428584525,"Northeast"
"female","black","30-39","some college","CT",1,1,0.428584525,"Northeast"
"female","black","40-49","post-grad","CT",1,0,0.428584525,"Northeast"
"male","black","40-49","hs","CT",1,1,0.428584525,"Northeast"
"male","black","50-59","4-year college","CT",1,0,0.428584525,"Northeast"
"female","other","18-29","4-year college","CT",1,1,0.428584525,"Northeast"
"female","other","18-29","some college","CT",1,0,0.428584525,"Northeast"
"female","other","40-49","hs","CT",1,1,0.428584525,"Northeast"
"female","other","60-69","hs","CT",1,0,0.428584525,"Northeast"
"male","other","30-39","4-year college","CT",1,0,0.428584525,"Northeast"
"male","other","30-39","post-grad","CT",1,0,0.428584525,"Northeast"
"male","other","50-59","4-year college","CT",1,1,0.428584525,"Northeast"
"male","other","50-59","some college","CT",1,0,0.428584525,"Northeast"
"female","white","18-29","4-year college","CT",2,0,0.428584525,"Northeast"
"female","white","18-29","post-grad","CT",1,0,0.428584525,"Northeast"
"female","white","18-29","some college","CT",1,0,0.428584525,"Northeast"
"female","white","30-39","4-year college","CT",2,0,0.428584525,"Northeast"
"female","white","30-39","hs","CT",2,1,0.428584525,"Northeast"
"female","white","30-39","some college","CT",1,1,0.428584525,"Northeast"
"female","white","40-49","post-grad","CT",1,0,0.428584525,"Northeast"
"female","white","40-49","some college","CT",3,1,0.428584525,"Northeast"
"female","white","50-59","4-year college","CT",1,1,0.428584525,"Northeast"
"female","white","50-59","hs","CT",1,0,0.428584525,"Northeast"
"female","white","50-59","post-grad","CT",2,0,0.428584525,"Northeast"
"female","white","50-59","some college","CT",1,1,0.428584525,"Northeast"
"female","white","60-69","4-year college","CT",1,1,0.428584525,"Northeast"
"female","white","60-69","hs","CT",2,0,0.428584525,"Northeast"
"female","white","60-69","no hs","CT",1,1,0.428584525,"Northeast"
"female","white","60-69","post-grad","CT",1,0,0.428584525,"Northeast"
"female","white","60-69","some college","CT",1,0,0.428584525,"Northeast"
"female","white","70+","some college","CT",1,1,0.428584525,"Northeast"
"male","white","18-29","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","18-29","hs","CT",1,1,0.428584525,"Northeast"
"male","white","30-39","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","30-39","some college","CT",1,1,0.428584525,"Northeast"
"male","white","40-49","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","40-49","hs","CT",2,1,0.428584525,"Northeast"
"male","white","40-49","post-grad","CT",1,1,0.428584525,"Northeast"
"male","white","50-59","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","50-59","post-grad","CT",1,0,0.428584525,"Northeast"
"male","white","50-59","some college","CT",1,0,0.428584525,"Northeast"
"male","white","60-69","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","60-69","hs","CT",2,1,0.428584525,"Northeast"
"male","white","60-69","post-grad","CT",2,1,0.428584525,"Northeast"
"male","white","70+","4-year college","CT",1,0,0.428584525,"Northeast"
"male","white","70+","post-grad","CT",2,1,0.428584525,"Northeast"
"male","white","70+","some college","CT",1,0,0.428584525,"Northeast"
"male","black","18-29","some college","DE",1,1,0.440013786,"South"
"female","other","40-49","post-grad","DE",1,0,0.440013786,"South"
"male","other","50-59","some college","DE",1,0,0.440013786,"South"
"female","white","18-29","4-year college","DE",1,1,0.440013786,"South"
"female","white","30-39","hs","DE",1,0,0.440013786,"South"
"female","white","40-49","hs","DE",1,1,0.440013786,"South"
"female","white","50-59","no hs","DE",1,1,0.440013786,"South"
"female","white","50-59","post-grad","DE",1,1,0.440013786,"South"
"female","white","50-59","some college","DE",2,2,0.440013786,"South"
"female","white","70+","hs","DE",2,1,0.440013786,"South"
"male","white","40-49","4-year college","DE",1,1,0.440013786,"South"
"male","white","40-49","post-grad","DE",1,1,0.440013786,"South"
"male","white","40-49","some college","DE",1,1,0.440013786,"South"
"male","white","50-59","post-grad","DE",1,0,0.440013786,"South"
"male","white","50-59","some college","DE",1,1,0.440013786,"South"
"male","white","60-69","4-year college","DE",1,1,0.440013786,"South"
"male","white","70+","4-year college","DE",1,1,0.440013786,"South"
"male","white","70+","hs","DE",2,0,0.440013786,"South"
"female","black","18-29","hs","FL",1,1,0.506188355,"South"
"female","black","18-29","no hs","FL",1,0,0.506188355,"South"
"female","black","18-29","some college","FL",2,0,0.506188355,"South"
"female","black","30-39","post-grad","FL",1,0,0.506188355,"South"
"female","black","30-39","some college","FL",4,1,0.506188355,"South"
"female","black","40-49","4-year college","FL",1,1,0.506188355,"South"
"female","black","40-49","some college","FL",1,1,0.506188355,"South"
"female","black","60-69","some college","FL",1,0,0.506188355,"South"
"female","black","70+","hs","FL",1,0,0.506188355,"South"
"male","black","18-29","hs","FL",2,1,0.506188355,"South"
"male","black","18-29","some college","FL",1,0,0.506188355,"South"
"male","black","40-49","some college","FL",1,1,0.506188355,"South"
"male","black","50-59","4-year college","FL",1,0,0.506188355,"South"
"male","black","50-59","some college","FL",1,0,0.506188355,"South"
"male","black","60-69","some college","FL",2,0,0.506188355,"South"
